Id_bien;No_voie;Type_de_voie;Voie;Section;No_plan;Premier_Lot;Surface_Carrez_du_1er_Lot;Nombre_de_lots;Type_local;Surface_reelle_bati;Nb_piece_principale;Nature_culture;Nature_culture_speciale;Surface_terrain;CodeComm_CodeDep
20301;6;RUE;PIERRE GARBET;BI;438;146;55;2;Appartement;55;3;;;;60057
20302;5;RUE;NULLY D HECOURT;X;159;17;84,53;2;Appartement;82;4;;;;60057
20303;34;RUE;PIERRE JACOBY;Y;143;22;65,03;1;Appartement;70;3;;;;60057
20304;101;RUE;SAINT JOSEPH;AX;86;12;44,12;2;Appartement;43;2;;;;60159
20305;74;RUE;ARTHUR LAMENDIN;AC;438;17;54,19;2;Appartement;54;3;;;;62119
20306;855;RUE;DE L HORLOGERIE;AP;428;65;21,72;1;Appartement;16;1;;;;62119
20307;257;RUE;GARIBALDI;BC;354;316;39,63;1;Appartement;39;2;;;;62193
20308;11;RUE;DU 8 MAI;AH;1007;5;52,93;1;Appartement;55;2;;;;62473
20309;8;RUE;JEAN JACQUES ROUSSEAU;AH;187;176;48,54;1;Appartement;48;2;;;;64129
20310;36;RTE;DE BAYONNE;AI;43;28;29,57;1;Appartement;35;1;;;;64129
20311;49;RUE;DU PORT;AM;338;21;64,46;1;Appartement;58;2;;;;64320
20312;19;ALL;DU PIC D'ANIE;AZ;150;17;44,97;2;Appartement;44;2;;;;64348
20313;7;RUE;MANESCAU;CL;75;18;51,6;1;Appartement;49;3;;;;64445
20314;110;BD;D ALSACE LORRAINE;CN;320;21;90,44;1;Appartement;101;4;;;;64445
20315;11;AV;HENRI DUNANT;CR;10;109;72,6;1;Appartement;71;4;;;;64445
20316;26;RUE;RAMOND;BH;215;18;49,96;1;Appartement;50;3;;;;65440
20317;25;AV;DU VALLESPIR;C;290;14;11,06;1;Appartement;11;1;;;;66003
20318;31;AV;DES AVORAUX;AM;103;1;62,01;2;Appartement;62;3;;;;69003
20319;3;ALL;DE LA GRAVIERE;AY;154;34;80;1;Appartement;80;4;;;;69202
20320;1;RUE;GAMBETTA;AD;137;2;64;1;Appartement;65;3;;;;69243
20321;3;RUE;NICOLAS SEVE;AE;189;13;57,55;1;Appartement;61;3;;;;69243
20322;21;CHE;DE LA RAUDE;AP;74;17;82,51;2;Appartement;82;3;;;;69244
20323;56;RUE;ROBERT SCHUMAN;AE;456;51;48,35;1;Appartement;48;2;;;;69264
20324;31;PL;DES MARAIS;AH;217;11;107,84;1;Appartement;117;5;;;;69264
20325;1;PL;DES PASSEMENTIERS;BL;49;11;30,48;2;Appartement;31;1;;;;69266
20326;44;RUE;ANTONIN PERRIN;CM;69;29;54,68;1;Appartement;54;3;;;;69266
20327;43;RUE;PIERRE DUPONT;AC;48;40;40,07;2;Appartement;48;3;;;;69381
20328;14;RUE;DES CAPUCINS;AP;110;15;67,33;2;Appartement;68;2;;;;69381
20329;107;QUAI;PIERRE SCIZE;AC;8;12;23,04;1;Appartement;30;1;;;;69385
20330;11;RUE;CLAUDE BOYER;AL;6;9;68,74;1;Maison;77;3;;;;69387
20331;68;RUE;DU REPOS;BK;23;97;49,25;2;Appartement;49;2;;;;69387
20332;43;RUE;CHALLEMEL LACOUR;CD;233;253;67,4;1;Appartement;71;3;;;;69387
20333;30;RUE;BATAILLE;AS;5;65;33,66;1;Appartement;33;2;;;;69388
20334;3;RUE;FLORENT;AX;3;3;174,89;3;Appartement;150;6;;;;69388
20335;11;RUE;ST GERVAIS;BP;62;12;50,05;3;Appartement;50;1;;;;69388
20336;18;RUE;HENRI PENSIER;BS;38;232;45,9;1;Appartement;46;2;;;;69388
20337;1;RUE;PERE LOUIS DE GALARD;AS;126;20;65,36;1;Appartement;65;3;;;;69389
20338;2;SQ;MAURICE RAVEL;CX;44;304;61,39;2;Appartement;61;4;;;;69389
20339;6;RUE;L O FROSSARD;BD;3;23;79,32;2;Appartement;65;5;;;;70311
20340;8;IMP;D AQUITAINE;BI;194;181;57,66;1;Appartement;57;3;;;;72003
20341;66;RUE;GUILLAUME APOLLINAIRE;BR;382;13;99,43;1;Maison;92;5;;;;72181
20342;35;AV;DE LA GARE;A;148;10;82,45;2;Appartement;86;4;;;;74012
20343;154;RUE;DU VIEUX VILLAGE;C;4364;10;29,52;1;Appartement;30;2;;;;74134
20344;3551;RTE;DU COL DE MERDASSIER;D;416;11;22,37;1;Appartement;23;2;;;;74160
20345;3;RUE;DE L HERMITAGE;F;2821;19;73,26;2;Appartement;75;3;;;;74280
20346;7;RUE;VAUVILLIERS;AT;28;3;15,2;1;Appartement;18;1;;;;75101
20347;16;RUE;THERESE;AW;21;2;46,63;1;Appartement;45;2;;;;75101
20348;20;RUE;DUSSOUBS;AM;119;27;19,46;1;Appartement;19;1;;;;75102
20349;190;RUE;SAINT DENIS;AN;153;6;11,03;1;Appartement;13;1;;;;75102
20350;15;RUE;BLONDEL;AP;54;34;27,14;3;Appartement;25;2;;;;75102
20351;55;RUE;AU MAIRE;AD;29;8;48,37;1;Appartement;47;3;;;;75103
20352;187;RUE;DU TEMPLE;AF;117;129;49,57;1;Appartement;50;2;;;;75103
20353;24;BD;SAINT MARCEL;AR;47;26;78,48;4;Appartement;84;4;;;;75105
20354;14;RUE;LE VERRIER;AR;15;10;33,8;1;Appartement;27;1;;;;75106
20355;160;RUE;DE GRENELLE;BZ;72;28;154,65;3;Appartement;144;6;;;;75107
20356;65;RUE;DE CLICHY;AB;13;21;25;1;Appartement;20;1;;;;75109
20357;34;RUE;RODIER;AZ;71;41;17,94;1;Appartement;23;1;;;;75109
20358;135;BD;DE MAGENTA;AB;11;61;40,8;2;Appartement;41;2;;;;75110
20359;2;RUE;CAIL;AE;37;12;65,72;2;Appartement;60;3;;;;75110
20360;22;RUE;MORAND;AH;10;4;41,59;2;Appartement;42;3;;;;75111
20361;22;CITE;MOYNET;CE;119;79;18,81;1;Appartement;18;1;;;;75112
20362;8;RUE;DU CONGO;CZ;10;84;45,92;1;Appartement;41;2;;;;75112
20363;39;RUE;LIANCOURT;CN;55;3;38,17;1;Appartement;45;3;;;;75114
20364;20;RUE;DU COMMANDT RENE MOUCHOTTE;DT;3;1411;73,15;2;Appartement;66;3;;;;75114
20365;38;RUE;D ALLERAY;AE;33;206;40,74;2;Appartement;40;2;;;;75115
20366;22;RUE;DE CHERBOURG;AQ;36;113;34,39;2;Appartement;35;2;;;;75115
20367;18;RUE;DE STAEL;CT;16;25;20,33;1;Appartement;24;2;;;;75115
20368;9;SQ;DESAIX;DP;5;379;84,31;1;Appartement;85;4;;;;75115
20369;37;RUE;ERLANGER;AN;7;55;219,4;1;Maison;320;7;;;;75116
20370;14;RUE;DE MUSSET;AQ;45;15;27,32;1;Appartement;33;2;;;;75116
20371;52;RUE;DOCTEUR BLANCHE;BS;6;34;22,31;1;Appartement;24;1;;;;75116
20372;34;RUE;LAUGIER;AN;64;107;98,35;2;Appartement;100;4;;;;75117
20373;14;RUE;TORRICELLI;AP;47;40;59,76;7;Appartement;65;3;;;;75117
20374;20;RUE;EMILE LEVEL;DG;41;63;16,9;1;Appartement;25;1;;;;75117
20375;171;RUE;ORDENER;AW;2;10;60,67;2;Appartement;60;3;;;;75118
20376;1;RUE;CALMELS;AX;168;4;43,34;1;Appartement;45;2;;;;75118
20377;4;RUE;PAUL ALBERT;BS;4;2;22,35;1;Appartement;22;1;;;;75118
20378;23;RUE;PAJOL;DD;68;79;201,5;3;Appartement;200;3;;;;75118
20379;12;RUE;JOUYE ROUVE;AB;58;12;22,6;1;Appartement;22;2;;;;75120
20380;44;RUE;SORBIER;CA;219;117;73,13;2;Appartement;73;3;;;;75120
20381;167;RUE;PIETON;AO;482;1;52,8;4;Maison;55;2;;;;76165
20382;37;RUE;JULES LECESNE;JH;125;3;80,4;1;Appartement;80;3;;;;76351
20383;263;AV;DU 8 MAI 1945;SN;73;872;85,94;2;Appartement;85;4;;;;76351
20384;12;RUE;RENE DRAGON;KX;305;13;70,87;1;Appartement;70;3;;;;76540
20385;9;BD;DE VERDUN;LW;102;13;45,8;1;Appartement;50;2;;;;76540
20386;14;RUE;DANIELLE CASANOVA;BK;205;7;45;2;Maison;45;1;;;;76705
20387;34;AV;FRANKLIN ROOSEVELT;A;940;102;117,5;2;Appartement;122;5;;;;77014
20388;11;ROC;DE LA CROIX SAINT GEORGES;AB;31;54;60,55;1;Appartement;60;3;;;;77058
20389;3;RUE;CLAUDE NICOLAS LEDOUX;AI;132;41;63,37;1;Appartement;63;3;;;;77058
20390;31;AV;MARIE CURIE;ZB;235;91;60,02;1;Appartement;60;3;;;;77058
20391;3;RUE;DU HUIT MAI 1945;BE;307;51;43,41;1;Appartement;44;2;;;;77118
20392;32;RUE;LAGORSSE;AE;527;3;93,44;2;Appartement;103;5;;;;77186
20393;3;BD;VICTOR HUGO;D;2220;5;52,02;1;Appartement;50;2;;;;77215
20394;2;RUE;MADAME HEGOT;B;1156;3;65,52;1;Appartement;53;2;;;;77217
20395;37;RUE;GABRIEL;AG;232;34;62,25;1;Appartement;62;3;;;;77258
20396;40;RUE;DES CORDELIERS;BC;110;107;41,82;1;Appartement;41;2;;;;77284
20397;32;RUE;LOUIS BRAILLE;BV;510;92;67,91;1;Appartement;70;3;;;;77284
20398;23;RUE;SAINT LIESNE;AR;623;36;36,2;1;Appartement;36;2;;;;77288
20399;15;RUE;HAM DE LA DIMERESSE;E;728;23;92,34;1;Maison;89;5;S;;401;77292
20400;10;RUE;VICTOR HUGO;AZ;339;14;41,01;1;Appartement;41;2;;;;77305
20401;40;AV;DES FRENES;C;987;272;63,1;1;Appartement;63;3;;;;77307
20402;56;AV;DES FRENES;C;987;99;45,85;1;Appartement;45;2;;;;77307
20403;25;RUE;D AMSTERDAM;ZA;182;201;22,02;1;Appartement;22;1;;;;77307
20404;1;RUE;DE CHANTELOUP;AM;487;1;86,06;3;Maison;86;4;;;;78015
20405;75;RES;ARISTIDE BRIAND;AC;301;242;62,56;2;Appartement;62;4;;;;78172
20406;5;RUE;DE LA PRINCESSE DE CLEVES;AC;180;104;61,18;1;Appartement;61;3;;;;78297
20407;115;RUE;HOCHE;AO;892;450;24,69;1;Appartement;24;1;;;;78311
20408;7;AV;DESAIX;AN;41;32;103,07;1;Maison;83;5;;;;78358
20409;48;AV;EGLE;AR;34;43;69,98;1;Maison;71;4;;;;78358
20410;10;RUE;D ORLEANS;AE;194;4;43,2;1;Appartement;43;2;;;;78380
20411;2;IMP;DE MONTGARDE;AB;163;2;113,59;1;Maison;45;4;;;;78451
20412;2;CLOS;DE L ERABLE;BA;24;3;27,42;1;Appartement;27;1;;;;78486
20413;24;PROM;MAXIME GORKI;AE;259;202;68,64;2;Appartement;68;3;;;;78586
20414;58;RUE;DE STALINGRAD;AW;565;1;39,57;1;Appartement;40;2;;;;78586
20415;5;RUE;DES ANCIENS COMBATTANTS;AX;113;232;87,8;1;Appartement;86;4;;;;78621
20416;15;RUE;JEAN ZAY;BE;3;4;78,55;1;Appartement;78;4;;;;78621
20417;9010;IMP;SAINT VINCENT;AX;475;2;90,53;1;Maison;64;3;;;;78624
20418;48;RUE;ALBERT JOLY;AR;60;8;88,2;1;Appartement;87;4;;;;78646
20419;95;RUE;RINALDI;AK;283;26;57,64;1;Appartement;58;3;;;;81004
20420;3;RUE;COURBET;AI;572;3;36;1;Appartement;36;1;;;;83009
20421;9001;;TIVOLY;AT;380;850;76,87;2;Appartement;77;4;;;;83023
20422;169;CHE;DES CANISSONS;BY;136;8042;63,34;1;Appartement;63;3;;;;83036
20423;22;RUE;DU 22 EME BMNA;AB;377;64;41,59;1;Appartement;41;2;;;;83047
20424;18;AV;POTHONIER;AK;183;1;65,73;2;Appartement;68;4;;;;83049
20425;94;RUE;DES PETUNIAS;AK;340;2;101,69;1;Maison;88;5;;;;83062
20426;612;AV;DE LA BAIE DES ISLES;AX;60;240;37,14;1;Appartement;36;3;;;;83071
20427;12;RUE;DU DOCTEUR SIGALLAS;AB;518;43;89,53;1;Appartement;89;4;;;;83115
20428;3915;;ANCIEN CHEM DE TOULON;AM;646;289;17,7;1;Appartement;18;1;;;;83123
20429;18;AV;COLBERT;CK;297;12;75,5;1;Appartement;76;1;;;;83137
20430;414;AV;HONORE D'ESTIENNE D'ORVES;BA;480;34;62,65;2;Appartement;64;3;;;;83144
20431;36;RUE;DU DOC ALBERT GROS;AT;124;10;33,59;1;Appartement;33;2;;;;84003
20432;987;RTE;DU THOR;BR;61;8;60,81;1;Appartement;67;2;;;;84054
20433;12;AV;HENRI FABRE;BT;233;30;23,1;1;Appartement;23;1;;;;84087
20434;203;CHE;DE LA MONTAGNE DE THOUZON;BH;220;12;118,58;2;Appartement;117;6;;;;84132
20435;9006;;LES RORTIERES;ZR;76;4;54,25;1;Appartement;56;3;;;;85191
20436;30;RUE;DE LA BARRE;BD;642;57;45,09;1;Appartement;45;2;;;;85222
20437;4;AV;PARC DU ROCHER 1ERE AVE;ZX;238;2;44,85;1;Maison;50;3;;;;85294
20438;14;AV;DE CLERMONT;AC;92;111;55,9;2;Appartement;54;3;;;;87161
20439;7;RUE;PARMENTIER;AC;221;39;40,79;2;Appartement;41;2;;;;88160
20440;12;RUE;D ALSACE;AK;363;6;56,82;1;Appartement;61;2;;;;88160
20441;46;RUE;ST GERMAIN;BD;9;3;46,51;1;Appartement;47;2;;;;89024
20442;10;RUE;DU GATINAIS;F;1608;3;60,9;1;Appartement;70;3;;;;89370
20443;4;RUE;DE ROCHOPT;AN;7;110;69,27;2;Appartement;72;4;;;;91097
20444;2;ALL;LUCIEN COUPAYE;AE;367;6;80,06;2;Appartement;78;4;;;;91191
20445;1;RUE;PIVER;AL;317;15;82,08;2;Appartement;65;3;;;;91326
20446;8;SQ;DU PORTUGAL;AV;44;288;75,18;2;Appartement;76;3;;;;91377
20447;7;AV;DU BOIS CHAPET;BE;17;173;77,41;3;Appartement;77;4;;;;91386
20448;15;IMP;ELISEE RECLUS;AS;191;1;82,92;1;Maison;87;5;;;;91477
20449;4;RUE;DES CAPETTES;A;633;33;57,14;1;Appartement;55;3;;;;91494
20450;56;AV;DES SABLONS;AC;78;23;16,28;1;Appartement;18;1;;;;91687
20451;3;RUE;MARCELLIN BERTHELOT;BC;43;50;98,16;1;Maison;101;5;;;;91691
20452;2;ALL;DE LA CHAPELLE;BI;329;22;48,51;1;Appartement;46;2;;;;92023
20453;7;RUE;MARTRE;AB;110;71;25,63;2;Appartement;30;2;;;;92024
20454;22;VLA;SIMONE BIGOT;I;50;1;170,9;1;Appartement;125;2;;;;92024
20455;5;RUE;CASTERES;Q;139;10;37,29;2;Appartement;35;2;;;;92024
20456;35;RUE;PIERRE BROSSOLETTE;M;228;45;67,12;2;Appartement;66;3;;;;92026
20457;57;RUE;DE BITCHE;U;61;4;15,07;1;Appartement;12;1;;;;92026
20458;14;RUE;DU GENERAL LECLERC;X;19;20;44,64;1;Appartement;46;3;;;;92040
20459;139;RUE;ARISTIDE BRIAND;P;109;26;75,02;1;Appartement;75;3;;;;92044
20460;160;AV;JULES QUENTIN;D;6;17;35,46;2;Appartement;36;2;;;;92050
20461;1;BD;PAUL EMILE VICTOR;B;15;19;47,55;3;Appartement;56;3;;;;92051
20462;32;RUE;RAYMOND QUENEAU;AB;456;1214;60,7;1;Appartement;65;3;;;;92063
20463;10;RUE;DU MONT VALERIEN;M;3;18;83,71;2;Appartement;83;3;;;;92073
20464;1;RUE;MAURICE RAVEL;E;460;83;42,03;1;Appartement;42;2;;;;93033
20465;131;RUE;DE PARIS;AX;45;28;34,6;1;Appartement;38;2;;;;93048
20466;9;RUE;PAUL BELMONDO;BW;28;34;55,62;1;Appartement;55;2;;;;93051
20467;3;RUE;PRESIDENT KENNEDY;Q;224;1041;45,08;1;Appartement;45;2;;;;94002
20468;9001;RUE;DU 2 DECEMBRE 1870;AK;317;318;65,42;2;Appartement;62;3;;;;94015
20469;19;QUAI;LOUIS FERBER;T;51;146;48,16;2;Appartement;49;2;;;;94015
20470;10;RUE;VICTOR BASCH;M;64;9;57,55;1;Appartement;56;3;;;;94018
20471;32;RUE;CAMILLE DESMOULINS;AU;339;1;63,12;1;Maison;63;3;;;;94022
20472;4;RUE;DU DOCTEUR CHARCOT;E;398;1034;53,63;1;Appartement;54;3;;;;94034
20473;66;RUE;DES ROUX;AE;55;3;64,63;1;Maison;50;3;S;;168;94038
20474;5;SQ;VERGNON;Q;94;108;47,29;2;Appartement;50;2;;;;94042
20475;9001;;RES DULAC PLAISANCE;AI;114;209;50,03;2;Appartement;53;3;;;;94046
20476;14;RUE;LT VAISSEAU ESTIENNE ORVES;G;196;51;55,58;2;Appartement;56;3;;;;94046
20477;1;ALL;DES MURIERS;AD;30;356;68,06;3;Appartement;68;4;;;;94054
20478;14;ALL;LEONIDE;AJ;69;13;25,3;1;Appartement;25;1;;;;94058
20479;199;AV;PIERRE BROSSOLETTE;AT;35;4;38,51;2;Appartement;46;2;;;;94058
20480;10;RUE;DU CHATEAU;H;28;3;76,73;2;Appartement;90;3;;;;94065
20481;1;SQ;NUNGESSER;G;121;162;36,02;2;Appartement;35;2;;;;94067
20482;51;AV;ALPHAND;I;4;31;95,05;2;Appartement;91;3;;;;94067
20483;20;AV;MAL DE LATTRE DE TASSIGNY;C;7;11;58,8;1;Appartement;59;3;;;;94069
20484;33;RUE;PAUL AUSTER;B;305;17;77,04;1;Maison;74;4;;;;94073
20485;12;PL;DES CERCLADES;AX;55;325;52;1;Appartement;53;2;;;;95127
20486;12;RUE;ALPHONSE HAUSSAIRE;AB;565;135;31,65;2;Appartement;33;1;;;;95210
20487;9007;RES;DU BOIS BOULOGNE;AP;22;565;79,91;2;Appartement;80;4;;;;95313
20488;7;AV;ADOLPHE CHAUVIN;BN;136;2;64,86;1;Appartement;64;3;;;;95572
20489;3;RUE;DU CHEMIN VERT DE BOISSY;BK;58;508;60,9;1;Appartement;62;3;;;;95607
20490;107;RUE;VOLTAIRE;AL;1957;74;55,99;1;Appartement;56;2;;;;974409
20491;26;RUE;DE L ABATTOIR;AC;204;80;23,84;1;Appartement;24;1;;;;974411
20492;99;RUE;DE L AMITIE;AS;183;25;78,54;1;Appartement;77;4;;;;01034
20493;7199;;LE SEIGNUS BAS;AE;213;39;17,31;1;Appartement;18;1;;;;04006
20494;16;RUE;DE L ARMISTICE;BP;265;7;44,2;2;Appartement;52;2;;;;04112
20495;156;RUE;PIERRE MAITRE;AD;65;4;97,07;1;Maison;87;4;;;;04197
20496;5316;;ENTRE LA VIA;C;2141;120;15,42;1;Appartement;14;1;;;;05093
20497;73;BD;DU PRESIDENT WILSON;BT;332;65;67,12;1;Appartement;70;4;;;;06004
20498;58;CHE;DES CABRIERES;CH;479;3;52,06;2;Appartement;76;4;;;;06085
20499;396;AV;DE PESSICART;DZ;465;31;43,5;1;Maison;41;2;;;;06088
20500;75;AV;RAOUL DUFY;NP;107;28;40,74;2;Appartement;40;2;;;;06088
20501;1;MTE;PAULINE;B;730;3;46,49;1;Appartement;40;2;;;;06102
20502;5;RUE;COLBERT;AH;2;12;37,6;1;Appartement;65;3;;;;08362
20503;18;RUE;ETIENNE DOLET;AH;560;217;23,14;2;Appartement;23;1;;;;08362
20504;30;RUE;JULES FERRY;AH;577;101;43,27;1;Appartement;43;2;;;;10081
20505;9001;RES;HAUTS DE ST PIERRE;BR;3;106;25,43;1;Appartement;21;2;;;;11145
20506;3;RES;LA GRANDE VOILE;AT;334;234;27,95;1;Appartement;31;2;;;;11170
20507;6;RES;PORT ROSE 2;DW;17;67;18,57;1;Appartement;19;2;;;;11202
20508;376;RES;TERRASSES MEDITERRANEE 1;DX;11;376;35,37;1;Appartement;36;2;;;;11202
20509;116;RUE;GASTON DE FLOTTE;C;38;56;64,88;1;Appartement;64;3;;;;13212
20510;51;CHE;DES AMARYLLIS;N;175;23;64,72;2;Appartement;65;3;;;;13212
20511;5288;RES;LES BOUGAINVILLEES;N;288;141;69,37;1;Appartement;64;3;;;;13212
20512;22;BD;DE LA COMTESSE;O;55;572;73,5;2;Appartement;73;3;;;;13212
20513;60;RUE;CHALUSSET;N;10;2;28,76;1;Appartement;30;2;;;;13213
20514;5;RUE;DES VERGERS;BC;231;43;41,89;2;Appartement;42;2;;;;22081
20515;4;RUE;DU POT AU LAIT;AX;237;129;28,58;1;Appartement;25;1;;;;24322
20516;72;GR;GRANDE RUE;AI;183;1;152,78;1;Appartement;156;5;;;;25031
20517;116;RUE;BATTANT;AY;87;3;86,89;1;Appartement;84;3;;;;25056
20518;9001;CHE;DES DEUX SAISONS;AW;116;28;64,43;2;Appartement;64;4;;;;26198
20519;2;CHE;DES ALEXIS;AW;357;14;30,37;2;Appartement;26;2;;;;26198
20520;2;RUE;DE BERNAY;XD;92;3;71,99;1;Maison;68;4;;;;27051
20521;2;PL;SAINT GILLES;E;276;2;64,05;2;Appartement;63;3;;;;28172
20522;34;CHE;DU MOULIN A VENT;C;797;1;130;1;Maison;150;5;;;;30073
20523;8;RUE;DU CDT RENE MOUCHOTTE;ED;337;4;118,75;1;Maison;111;4;;;;30189
20524;31;RUE;BRICONNET;EZ;470;194;32,36;1;Appartement;32;1;;;;30189
20525;7;RUE;DU GREZET;ZC;340;1;68,7;1;Appartement;68;3;;;;30356
20526;34;RUE;DU PRINTEMPS;AB;176;4;35,69;1;Appartement;30;2;S;;48;31555
20527;12;BD;ALAIN SAVARY;BX;1080;11;79,49;3;Appartement;79;4;;;;31557
20528;12;RUE;PIERRE PAUILHAC;BA;96;20;51,71;2;Appartement;51;2;;;;33011
20529;372;AV;THIERS;AE;101;116;48,42;1;Appartement;48;2;;;;33063
20530;21;CRS;DU GENERAL DE GAULLE;BE;48;55;24,36;1;Appartement;28;1;;;;33192
20531;23;AV;DE LA REPUBLIQUE;BD;111;48;35,8;2;Appartement;36;1;;;;33229
20532;6;CHE;DE CAMASSON;F;1311;1;56,82;1;Appartement;59;3;;;;33490
20533;66;RUE;LAFITTE;BE;402;51;76,88;1;Appartement;78;4;;;;33522
20534;690;CRS;DE LA LIBERATION;BL;162;54;20,08;1;Appartement;21;1;;;;33522
20535;3;RUE;VICTOR HUGO;FR;613;72;27,45;1;Appartement;26;1;;;;33529
20536;134;CHE;DE LA PIERRE BLEUE;E;1316;6;70,25;1;Appartement;48;2;;;;34058
20537;178;BD;DE LA REPUBLIQUE;BO;202;31;57,58;2;Appartement;57;3;;;;34145
20538;2;RUE;BEAU SEJOUR;CD;501;165;55,98;1;Appartement;55;2;;;;34172
20539;7;RUE;D ALSACE;HL;372;19;29,37;1;Appartement;30;1;;;;34172
20540;100;PL;SEAN MAC BRIDE;MR;281;125;23,85;1;Appartement;24;1;;;;34172
20541;7;SQ;DE KER FLEURI;BW;2;169;46,64;1;Appartement;46;2;;;;35047
20542;3;RUE;DU PLESSIX;AP;160;8;19,75;1;Appartement;33;1;;;;35236
20543;2;RUE;NATHALIE LEMEL;DV;243;78;54,4;1;Appartement;54;3;;;;35238
20544;11;RUE;GABRIEL GERMAIN;HS;194;107;66,66;1;Appartement;66;3;;;;35238
20545;5;RUE;DU HAVRE;P;505;6;35,55;2;Appartement;45;3;;;;35288
20546;3;RUE;DES GLENANS;AP;465;15;88,35;1;Appartement;88;4;;;;35353
20547;2;RUE;ROBERT RANJARD;CR;426;9;78,65;1;Appartement;78;4;;;;37261
20548;20;RUE;DES TROIS CROIX;AN;78;7;109;1;Appartement;118;4;;;;38030
20549;5127;RUE;PRINCIPALE LA ROUTE;F;4270;10;22,24;1;Appartement;23;2;;;;38040
20550;7;ALL;CHARLES LOUPOT;AV;248;182;45,05;1;Appartement;44;2;;;;38151
20551;12;RUE;DU POLYGONE;AH;464;3;16,76;1;Appartement;17;1;;;;38169
20552;10;RUE;JEAN JACQUES ROUSSEAU;BT;28;55;28,51;1;Appartement;30;1;;;;38185
20553;14;AV;ALBERT 1ER DE BELGIQUE;CS;129;29;84,24;1;Appartement;86;4;;;;38185
20554;11;PL;BIR HAKEIM;CW;29;104;106,92;1;Appartement;110;4;;;;38185
20555;191;RUE;DE STALINGRAD;ER;225;144;52,97;1;Appartement;52;2;;;;38185
20556;16;RUE;DOC SCHWEITZER;HS;168;129;64,09;1;Appartement;65;3;;;;38185
20557;7;RUE;DU FOYER;BI;227;1;122,63;1;Maison;114;5;;;;38382
20558;12;RUE;TRISTAN CORBIERE;AB;16;17;73,16;2;Appartement;73;4;;;;38421
20559;5407;;RTE DE LA FRASNEE;AH;26;29;3;2;Appartement;94;3;;;;39154
20560;90;AV;DE TUDELA;AR;1117;6;56,11;1;Appartement;55;3;;;;40281
20561;7;RUE;COURBON BRIOUDE;AH;271;5;85,77;2;Appartement;85;4;;;;42095
20562;45;RUE;BRANLY;BE;395;10;54,06;1;Appartement;54;2;;;;42187
20563;28;RUE;GRAND GONNET;AT;20;42;119,1;1;Appartement;102;4;;;;42218
20564;4;RUE;DU DOCTEUR CALMETTE;HM;60;76;75,45;1;Appartement;79;4;;;;42218
20565;98;CRS;FAURIEL;HR;27;149;67,03;1;Appartement;67;4;;;;42218
20566;20;RUE;DE LA GAZELLE;AP;125;21;59,84;1;Appartement;61;2;;;;43157
20567;57;AV;MARECHAL FOCH;AV;273;29;60,79;2;Appartement;60;3;;;;43157
20568;10;MAIL;DE LA MAINGUAIS;AL;36;37;42,64;1;Appartement;42;2;;;;44026
20569;25;RUE;DU MAL FOCH (VC10);AO;354;44;32,49;1;Appartement;31;2;;;;44049
20570;8;RUE;DE LA CHAPELLE;YH;280;16;51,8;1;Appartement;60;2;;;;44098
20571;13;RUE;DE PORT LA BLANCHE;VY;201;31;65,98;1;Appartement;65;3;;;;44109
20572;21;RUE;DU LUXEMBOURG;AA;966;4;86,24;1;Maison;86;4;;;;44172
20573;3;RUE;DE TOUTES AIDES;VN;56;1;36,91;1;Appartement;50;3;;;;44184
20574;8;RUE;JULIEN JAUNAIS;AM;90;6;64,9;1;Appartement;64;3;;;;44211
20575;27;BD;BELLANGER;AY;462;8;73,66;1;Appartement;74;4;;;;44211
20576;42;RUE;DES MARRONNIERS;AS;1362;111;47,79;1;Appartement;47;2;;;;45232
20577;22;PL;DU VIEUX MARCHE;BC;87;27;15;1;Appartement;57;3;;;;45234
20578;1559;;MON DESIR;AI;677;133;33,96;1;Maison;32;2;;;;47175
20579;1;RUE;RENOU;BM;98;3;48,45;1;Appartement;47;3;;;;49007
20580;4;RUE;ST MAURILLE;BV;96;23;144,22;2;Appartement;144;5;;;;49007
20581;65;RUE;GUSTAVE COURBET;HY;90;216;63,93;1;Appartement;64;3;;;;49007
20582;117;AV;PIERRE MENDES FRANCE;AY;545;40;68,79;1;Appartement;69;3;;;;49015
20583;3;;LA VALLEE;A;277;1;75,28;1;Maison;63;4;;;;50033
20584;48;RUE;DE LA PENTECOTE;AB;160;3;75;1;Maison;73;4;;;;51065
20585;78;RUE;LESAGE;AY;172;40;64,4;1;Appartement;64;3;;;;51454
20586;2;RUE;DE L UNIVERSITE;CX;326;106;98,69;2;Appartement;103;4;;;;51454
20587;28;RUE;DES CHEVAUX;CI;403;14;39,8;1;Appartement;49;2;;;;53130
20588;30;RUE;DE LONGWY;B;107;11;121,8;1;Appartement;122;4;;;;54137
20589;30;RUE;MERE TERESA;BD;586;11;47,26;1;Appartement;47;2;;;;54528
20590;4;SQ;D OSLO;AI;167;78;41,09;1;Appartement;40;1;;;;54547
20591;59;RUE;SAINTE BARBE;AK;221;10;31,85;1;Appartement;27;1;;;;54547
20592;26;AV;SAINT SEBASTIEN;AB;232;93;31,38;1;Appartement;31;2;;;;54578
20593;7484;RES;LE MAEVA;YL;274;1033;40,37;1;Appartement;41;2;;;;56078
20594;1;RUE;DE FETAN BERR;AC;471;2;274;1;Appartement;36;2;;;;56101
